Código_individuo;Latitud_Grados_decimales;Longitud_Grados_decimales;Especie;Sexo;Sitio;Sustrato;Posición_arte;AÑO;Fecha_del_lance;Profundidad_max_(m);LT_(cm);LD_(cm);AD_(rayas)_/_Lprecaudal__o_LS_(tiburones)_cm;Long_Int_clasper_(cm);Calcif._Clasper_(NC-PC-CA);Semen_(Si-No);Peso_total_(g);Phig_(g);Pgon_(g);Pev_(g);Estadío
310114-Rbon_09;24.46164;-110.2906;Rhinoptera stendachneri;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;80;47;75;;;;6300;170;;5700;Juvenil
310114-Rbon_10;24.46164;-110.2906;Rhinoptera stendachneri;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;76;43;70;;;;5000;142;;4500;Juvenil
310114-Rbon_11;24.46164;-110.2906;Rhinoptera stendachneri;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;90;48;72;;;;5100;283;;5500;Juvenil
310114-Ddip_01;24.46164;-110.2906;Dasyatis dipterura;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;83;44;47;;;;5500;255;;5000;Juvenil
310114-Nent_01;24.46164;-110.2906;Narcine entemedor;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;65;28;31;;;;3300;113;;2700;Adulto
310114-Nent_02;24.46164;-110.2906;Narcine entemedor;Hembra;La Loberita;Arena;Fondo;2014;30-ene-14;15;64;26;30;;;;3000;113;;2600;Adulto
130214-M?_01;24.45345;-110.2995;Mobula munkiana;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;;73;102;16;CA;No;;900;198.5;;Adulto
130214-Rbon_01;24.45345;-110.2995;Rhinoptera stendachneri;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;63;45;73;;;;5800;141.75;;5700;Juvenil
130214-Nent_01;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;73;28;33;;;;4000;141.75;;3400;Adulto
130214-Nent_02;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;72;30;35;;;;4000;113.4;;3400;Adulto
130214-Rbon_02;24.45345;-110.2995;Rhinoptera stendachneri;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;81;41;65;;CA;No;4300;141.75;;3900;Adulto
130214-Dlon_01;24.45345;-110.2995;Dasyatis longa;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;89;36;45;;NC;No;2100;85.05;;2000;Juvenil
130214-Nent_03;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;70;30;32;;;;4000;113.4;;3500;Adulto
130214-Nent_04;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;75;30;37;;;;4500;113.4;;4000;Adulto
130214-M?_02;24.45345;-110.2995;Mobula munkiana;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;97;45;70;;;;4400;170.1;;3800;Juvenil
130214-Nent_05;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;68;30;34;;;;3500;113.4;;3000;Adulto
130214-Rbon_03;24.45345;-110.2995;Rhinoptera stendachneri;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;81;46;73;;PC;No;6400;198.4;;5700;Juvenil
130214-Rbon_04;24.45345;-110.2995;Rhinoptera stendachneri;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;;;73;;;No;;;;;Juvenil
130214-Nent_06;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;71;28;35;;;;4000;141.75;;3200;Adulto
130214-Rbon_05;24.45345;-110.2995;Rhinoptera stendachneri;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;62;41;64;;;;4500;255.15;;3800;Juvenil
130214-Rbon_06;24.45345;-110.2995;Rhinoptera stendachneri;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;95;47;72;;;;6300;283.5;;5500;Juvenil
130214-Rbon_07;24.45345;-110.2995;Rhinoptera stendachneri;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;72;41;68;;NC;No;5900;170.1;;4300;Juvenil
130214-Rbon_08;24.45345;-110.2995;Rhinoptera stendachneri;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;70;40;62;;;;4000;141.75;;3500;Juvenil
130214-M?_03;24.45345;-110.2995;Mobula munkiana;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;;;;;;;2500;;;;Juvenil
130214-Rbon_09;24.45345;-110.2995;Rhinoptera stendachneri;Macho;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;85;44;75;;PC;No;6300;255.15;;5600;Juvenil
130214-Nent_07;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;64;28;29;;;;2700;56.7;;2400;Adulto
130214-Nent_08;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;69;30;34;;;;4000;56.7;;3200;Adulto
130214-Nent_09;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;63;27;31;;;;2700;56.7;;2300;Adulto
130214-Nent_10;24.45345;-110.2995;Narcine entemedor;Hembra;La Bonanza Norte;Arena;Fondo;2014;12-feb-14;11. /19;74;30;34;;;;3600;;;3100;Adulto
140214-Nent_01;24.3979;-110.33772;Narcine entemedor;Hembra;Punta Lupona;Arena;Fondo;2014;13-feb-14;6;71;30;33;;;;3900;56.7;;3400;Adulto
140214-M?_01;24.3979;-110.33772;Mobula munkiana;Indeterminado;Punta Lupona;Arena;Fondo;2014;13-feb-14;6;78;37;60;;;;2400;85.05;;2200;Juvenil
140214-Nent_02;24.3979;-110.33772;Narcine entemedor;Hembra;Punta Lupona;Arena;Fondo;2014;13-feb-14;6;72;30;33;;;;3500;;;3000;Adulto
140214-Nent_03;24.3979;-110.33772;Narcine entemedor;Hembra;Punta Lupona;Arena;Fondo;2014;13-feb-14;6;84;34;38.5;;;;6400;141.75;;5000;Adulto
140214-Nent_04;24.3979;-110.33772;Narcine entemedor;Hembra;Punta Lupona;Arena;Fondo;2014;13-feb-14;6;79;32;37;;;;5100;198.45;;4500;Adulto
140214-Nent_05;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;74;30;35;;;;5000;85.05;;4300;Adulto
140214-Nent_06;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;68;29;32;;;;3800;56.7;;3200;Adulto
140214-M?_02;24.39302;-110.33887;Mobula munkiana;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;78;37;60;;;;2500;85.05;;2100;Juvenil
140214-M?_03;24.39302;-110.33887;Mobula munkiana;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;;40;64;;;;3100;85.05;;2700;Juvenil
140214-M?_04;24.39302;-110.33887;Mobula munkiana;Macho;Las Navajas;Arena;Fondo;2014;13-feb-14;7;63;35;57;;NC;No;2300;85.05;;2000;Juvenil
140214-Rbon_01;24.39302;-110.33887;Rhinoptera stendachneri;Macho;Las Navajas;Arena;Fondo;2014;13-feb-14;7;67;38;63;;NC;No;3600;85.05;;3300;Juvenil
140214-M?_05;24.39302;-110.33887;Mobula munkiana;Macho;Las Navajas;Arena;Fondo;2014;13-feb-14;7;56;38;55;;NC;No;2100;56.7;;1900;Juvenil
140214-Nent_07;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;72;33;32;;;;3800;85.05;;3300;Adulto
140214-M?_06;24.39302;-110.33887;Mobula munkiana;Macho;Las Navajas;Arena;Fondo;2014;13-feb-14;7;77;40;60;;NC;No;2500;113.4;;2200;Juvenil
140214-Nent_08;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;75;32;35;;;;4200;141.75;;3900;Adulto
140214-Nent_09;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;68;28;32;;;;4000;141.75;;3300;Adulto
140214-Nent_10;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;70;30;34;;;;4100;85.05;;3600;Adulto
140214-Nent_11;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;64;26;31;;;;3300;113.4;;2800;Juvenil
140214-Nent_12;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;69;27;32;;;;3900;85.05;;3300;Adulto
140214-Nent_13;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;59;24;27;;;;2400;85.05;;2100;Juvenil
140214-Nent_14;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;73;28;34;;;;4500;198.45;;4000;Adulto
140214-Nent_15;24.39302;-110.33887;Narcine entemedor;Hembra;Las Navajas;Arena;Fondo;2014;13-feb-14;7;69;28;31;;;;3500;170.1;;3000;Adulto
050314-Nent_01;24.39088;-110.28932;Narcine entemedor;Hembra;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;25;69;31;32;;;;4100;113.4;;3500;Adulto
050314-Rpro_01;24.3958;-110.28242;Zapteryx exasperata;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;50;73;31;31.5;16;CA;Si;2000;56.7;;1600;Adulto
050314-Rest_01;24.39088;-110.28932;Rhinoptera stendachneri;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;25;81;38;64;;NC;No;3700;141.75;;3800;Juvenil
050314-Rpro_02;24.39088;-110.28932;Zapteryx exasperata;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;25;71;30;31;16;CA;Si;1800;85.05;;1500;Adulto
050314-Mily_01;24.3958;-110.28242;Myliobatis longirostris;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;50;63;23;42;1;NC;No;1000;;;;Juvenil
050314-Rpro_03;24.39088;-110.28932;Zapteryx exasperata;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;25;73;29;32.5;17;CA;Si;2000;56.7;;1100;Adulto
050314-Rpro_04;24.39088;-110.28932;Zapteryx exasperata;Macho;El Ferri hundido (Salvatierra);Arena;Fondo;2014;4-mar-14;25;71;30;31;16;CA;Si;1700;56.7;;1300;Adulto
060314-Nent_01;24.3892;-110.29148;Narcine entemedor;Macho;El Ferri (Canal de san Lorenzo);Arena;Fondo;2014;5-mar-14;25;56;24;23;;PC;No;1500;28.35;;1300;Adulto
060314-Rpro_01;24.3892;-110.29148;Zapteryx exasperata;Macho;El Ferri (Canal de san Lorenzo);Arena;Fondo;2014;5-mar-14;25;75;30;35;17;CA;Si;2200;85.05;;1800;Adulto
060314-Mily_01;24.3892;-110.29148;Myliobatis longirostris;Indeterminado;El Ferri (Canal de san Lorenzo);Arena;Fondo;2014;5-mar-14;25;120;35;67;;;;;;;;Juvenil
070314-Mthu_01;24.48433;-110.30115;Mobula munkiana;Macho;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;133;64;94;11;CA;No;;283.5;;;Adulto
070314-Urotrygon ?;24.48433;-110.30115;Urotrygon spp;Indeterminado;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;;;;;;;;;;;No definido
070314-Mthu_02;24.48433;-110.30115;Mobula munkiana;Macho;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;127;68;90;13;CA;Si;;499;;;Adulto
070314-Mthu_03;24.48433;-110.30115;Mobula munkiana;Hembra;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;;73;96;;;;;708.7;;;Adulto
070314-Mthu_04;24.48433;-110.30115;Mobula munkiana;Macho;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;;68;89;13;CA;No;;481.9;;;Adulto
070314-Nent_01;24.48433;-110.30115;Narcine entemedor;Hembra;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;72;30;33;;;;4300;113.4;;3200;Adulto
070314-Ddip_01;24.48433;-110.30115;Dasyatis longa;Hembra;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;101;48;50;;;;3500;396.9;;2400;Juvenil
070314-Mthu_05;24.48433;-110.30115;Mobula munkiana;Hembra;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;101;78;112;;;;;725.7;;;Adulto
070314-Mthu_06;24.48433;-110.30115;Mobula munkiana;Hembra;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;126;70;107;;;;;725.7;;;Adulto
070314-Mthu_07;24.48433;-110.30115;Mobula munkiana;Macho;La Salinita;Arena+Roca;Fondo;2014;6-mar-14;64;110;68;105;17;CA;Si;;453.6;;;Adulto
070314-Mthu_08;24.4923;-110.30123;Mobula munkiana;Hembra;La Salinita;Arena;Fondo;2014;6-mar-14;50;;96;78;;;;;765.4;;;Adulto
070314-Ddip_01;24.4923;-110.30123;Dasyatis longa;Macho;La Salinita;Arena;Fondo;2014;6-mar-14;50;142;50;73;;;;;481.4;;482;Juvenil
070314-Nent_02;24.4923;-110.30123;Narcine entemedor;Hembra;La Salinita;Arena;Fondo;2014;6-mar-14;50;75;30;34;;;;4400;85.05;;3300;Adulto
